,Liwc,statistics,p-val,rel,liwc_mean,liwc_std,liwc_len,trait_mean,trait_std,trait_len
83,feeling,-0.09202468906776068,0.10033449316219592,,0.6430625,0.5311644011920885,320,44.15,6.986773218017027,320
84,Cognition,-0.003461878537894747,0.950813041547149,,13.6043125,3.1682254737224356,320,44.15,6.986773218017027,320
85,polite,-0.10248275113072004,0.06711299994410037,,0.03925,0.10792676915390362,320,44.15,6.986773218017027,320
86,Period,0.0649233351820689,0.24683904809538212,,6.27121875,0.6309740106759053,320,44.15,6.986773218017027,320
87,achieve,0.002857859908247018,0.9593868801845545,,2.7035,1.1812322485438669,320,44.15,6.986773218017027,320
88,differ,-0.22349385596576804,5.495936438455905e-05,Negative,2.6056874999999997,1.3319291093537036,320,44.15,6.986773218017027,320
89,socrefs,0.07039386710168954,0.2091614900798963,,5.0365625,2.0346556978009205,320,44.15,6.986773218017027,320
90,Culture,0.008115349838927264,0.8850219019178349,,0.14228125,0.24920018739647348,320,44.15,6.986773218017027,320
91,health,-0.0746169922329727,0.18304997751342916,,0.1894375,0.24205951456976443,320,44.15,6.986773218017027,320
92,det,-0.0196143666768111,0.726689183893142,,11.961531249999998,2.1601039830928133,320,44.15,6.986773218017027,320
93,food,0.11288801515990837,0.0435959998950556,Positive,0.08159374999999999,0.20518960124952118,320,44.15,6.986773218017027,320
94,BigWords,0.08697877540454567,0.12047595484268761,,19.14109375,2.5370314328385715,320,44.15,6.986773218017027,320
95,ipron,-0.06319885051365746,0.25964166688348556,,2.4065000000000003,0.9589719104332514,320,44.15,6.986773218017027,320
96,fulfill,0.13130086746383438,0.018784944421225292,Positive,0.28756250000000005,0.2896468687794674,320,44.15,6.986773218017027,320
97,acquire,-0.0020079783766979963,0.9714583542035053,,0.72390625,0.44809672919018,320,44.15,6.986773218017027,320
98,want,0.013847964428735544,0.8050921482516422,,0.149875,0.21277625425549723,320,44.15,6.986773218017027,320
99,emo_pos,0.03755727127002032,0.5032071898260444,,1.9161875000000002,0.9388486112487732,320,44.15,6.986773218017027,320
100,emotion,-0.11819489872453329,0.03456020178258705,Negative,3.1355,1.0411119656405838,320,44.15,6.986773218017027,320
101,cause,-0.09300933769929884,0.09673499694242302,,0.81528125,0.5552425559144737,320,44.15,6.986773218017027,320
102,shehe,0.015931531378296372,0.7764911082346508,,0.0541875,0.23410326747773086,320,44.15,6.986773218017027,320
103,risk,-0.15672546859526934,0.004954081931641209,Negative,0.4118125,0.38038446319973424,320,44.15,6.986773218017027,320
104,politic,0.052415054488308424,0.34999324994034875,,0.031125000000000003,0.11553942779415172,320,44.15,6.986773218017027,320
105,Drives,0.09483321645303172,0.09033972717374113,,6.26478125,1.8000466874913097,320,44.15,6.986773218017027,320
106,curiosity,0.5334511688533234,6.253231194709397e-25,Positive,2.3073749999999995,1.2887690287149982,320,44.15,6.986773218017027,320
107,auditory,-0.025261597232011684,0.6525686483999552,,0.35743749999999996,0.35856266341289633,320,44.15,6.986773218017027,320
108,Lifestyle,0.08293963758294524,0.13876251755008626,,4.15853125,1.7092436281213506,320,44.15,6.986773218017027,320
109,Apostro,-0.05876538269544671,0.2946297077988435,,0.4373125,0.5898874064969941,320,44.15,6.986773218017027,320
110,money,0.06164042086525004,0.2715988294197055,,0.48200000000000004,0.3435309301940656,320,44.15,6.986773218017027,320
111,emo_anger,-0.19374118478328275,0.0004916503979239778,Negative,0.2011875,0.2921555062697775,320,44.15,6.986773218017027,320
112,negate,-0.16559216550976522,0.002966875503737048,Negative,0.85309375,0.7166494025748835,320,44.15,6.986773218017027,320
113,female,0.06407591629262706,0.2530742317602656,,0.105125,0.25649923854662804,320,44.15,6.986773218017027,320
114,sexual,0.013137984598655287,0.8148997232324712,,0.0008125000000000001,0.014511714018337049,320,44.15,6.986773218017027,320
115,netspeak,,,,0.0,0.0,320,44.15,6.986773218017027,320
116,they,-0.05009533373652343,0.37175721275941587,,0.52084375,0.44520877191036734,320,44.15,6.986773218017027,320
117,WC,-0.08403418105408315,0.13360900438585502,,424.8125,49.40738653025476,320,44.15,6.986773218017027,320
