,Liwc,statistics,p-val,rel,liwc_mean,liwc_std,liwc_len,trait_mean,trait_std,trait_len
76,Authentic,-0.0502969465371989,0.36983315891739477,,97.62228125,3.7757549885285773,320,16.915625,8.414036240673974,320
77,article,-0.1273553866519772,0.022692464094305947,Negative,5.995,1.5382741953240975,320,16.915625,8.414036240673974,320
78,family,-0.10748450400364765,0.05475882452805673,,1.5816875000000001,0.9438466651653488,320,16.915625,8.414036240673974,320
79,relig,-0.024289362970244827,0.6651129385784398,,0.05325,0.1767574255865931,320,16.915625,8.414036240673974,320
80,function,0.2893649597086775,1.3700984018566987e-07,Positive,61.056593750000005,2.9861426765914816,320,16.915625,8.414036240673974,320
81,Emoji,,,,0.0,0.0,320,16.915625,8.414036240673974,320
82,allure,-0.01825987492714528,0.744884819530693,,5.57196875,1.2948391064234341,320,16.915625,8.414036240673974,320
83,feeling,0.14626283103218993,0.008785341190214223,Positive,0.6430625,0.5311644011920885,320,16.915625,8.414036240673974,320
84,Cognition,0.23849739261244324,1.6174059301794955e-05,Positive,13.6043125,3.1682254737224356,320,16.915625,8.414036240673974,320
85,polite,-0.0010451736075510892,0.9851414768716193,,0.03925,0.10792676915390362,320,16.915625,8.414036240673974,320
86,Period,0.03341357604091447,0.5514775641907457,,6.27121875,0.6309740106759053,320,16.915625,8.414036240673974,320
87,achieve,-0.03665560161957235,0.5135184537090018,,2.7035,1.1812322485438669,320,16.915625,8.414036240673974,320
88,differ,0.13577885816967272,0.015071861489962502,Positive,2.6056874999999997,1.3319291093537036,320,16.915625,8.414036240673974,320
89,socrefs,-0.10935759622940064,0.050647051617225936,,5.0365625,2.0346556978009205,320,16.915625,8.414036240673974,320
90,Culture,0.022080032134803404,0.6939635679512306,,0.14228125,0.24920018739647348,320,16.915625,8.414036240673974,320
91,health,0.6047813732752665,2.6591056590550556e-33,Positive,0.1894375,0.24205951456976443,320,16.915625,8.414036240673974,320
92,det,-0.06048224774790085,0.28072451753329286,,11.961531249999998,2.1601039830928133,320,16.915625,8.414036240673974,320
93,food,-0.021331593658755137,0.7038406545326681,,0.08159374999999999,0.20518960124952118,320,16.915625,8.414036240673974,320
94,BigWords,-0.04704552257786655,0.4016112541296091,,19.14109375,2.5370314328385715,320,16.915625,8.414036240673974,320
95,ipron,0.14268477743158606,0.010602836064514677,Positive,2.4065000000000003,0.9589719104332514,320,16.915625,8.414036240673974,320
96,fulfill,-0.08945676164142485,0.11022276614005255,,0.28756250000000005,0.2896468687794674,320,16.915625,8.414036240673974,320
97,acquire,-0.07181499256775642,0.2000906550016654,,0.72390625,0.44809672919018,320,16.915625,8.414036240673974,320
98,want,0.10454096511055537,0.061777599826313034,,0.149875,0.21277625425549723,320,16.915625,8.414036240673974,320
99,emo_pos,-0.23252899966608476,2.6567700528790143e-05,Negative,1.9161875000000002,0.9388486112487732,320,16.915625,8.414036240673974,320
100,emotion,0.0927558677719167,0.09765161133020002,,3.1355,1.0411119656405838,320,16.915625,8.414036240673974,320
101,cause,0.19284628056483605,0.0005226790488277048,Positive,0.81528125,0.5552425559144737,320,16.915625,8.414036240673974,320
102,shehe,0.016064703390083347,0.7746728288893953,,0.0541875,0.23410326747773086,320,16.915625,8.414036240673974,320
103,risk,0.15484561768174965,0.0055051730357895574,Positive,0.4118125,0.38038446319973424,320,16.915625,8.414036240673974,320
104,politic,-0.05197112354043824,0.3540947940446003,,0.031125000000000003,0.11553942779415172,320,16.915625,8.414036240673974,320
105,Drives,-0.1410142290861587,0.011560002339548112,Negative,6.26478125,1.8000466874913097,320,16.915625,8.414036240673974,320
106,curiosity,-0.07204772389929127,0.19863283120250974,,2.3073749999999995,1.2887690287149982,320,16.915625,8.414036240673974,320
107,auditory,-0.06343310066362497,0.2578762243417638,,0.35743749999999996,0.35856266341289633,320,16.915625,8.414036240673974,320
108,Lifestyle,-0.202560293843715,0.00026510484659812586,Negative,4.15853125,1.7092436281213506,320,16.915625,8.414036240673974,320
109,Apostro,-0.03553986013191883,0.526427678228176,,0.4373125,0.5898874064969941,320,16.915625,8.414036240673974,320
110,money,-0.1903437130680928,0.0006193545467806891,Negative,0.48200000000000004,0.3435309301940656,320,16.915625,8.414036240673974,320
111,emo_anger,0.1475547160777391,0.008200630212598902,Positive,0.2011875,0.2921555062697775,320,16.915625,8.414036240673974,320
112,negate,0.08551722103612754,0.1268630302619825,,0.85309375,0.7166494025748835,320,16.915625,8.414036240673974,320
113,female,0.01610569097250858,0.7741134471616955,,0.105125,0.25649923854662804,320,16.915625,8.414036240673974,320
114,sexual,-0.02639785460391691,0.6380312315662502,,0.0008125000000000001,0.014511714018337049,320,16.915625,8.414036240673974,320
115,netspeak,,,,0.0,0.0,320,16.915625,8.414036240673974,320
116,they,-0.053546889841800005,0.33967246585630373,,0.52084375,0.44520877191036734,320,16.915625,8.414036240673974,320
117,WC,0.14893335432701993,0.007615123189997007,Positive,424.8125,49.40738653025476,320,16.915625,8.414036240673974,320
