,Liwc,statistics,p-val,rel,liwc_mean,liwc_std,liwc_len,trait_mean,trait_std,trait_len
0,death,,,,0.0,0.0,320,37.353125,9.683280835252843,320
1,Linguistic,-0.2714585833949208,8.228292257544547e-07,Negative,75.62934375,3.17978712052174,320,37.353125,9.683280835252843,320
2,insight,-0.014118777532773213,0.8013591063549196,,3.992,1.3445625682726705,320,37.353125,9.683280835252843,320
3,Dic,-0.20765718730318086,0.00018328404371979173,Negative,94.62493749999999,1.6935530316744585,320,37.353125,9.683280835252843,320
4,tentat,-0.27611034359535425,5.22769816264613e-07,Negative,2.5605625,1.4852761724991586,320,37.353125,9.683280835252843,320
5,space,0.05297165986073679,0.34489326541511034,,6.5453125,1.4977484860095,320,37.353125,9.683280835252843,320
6,friend,0.08936222895967606,0.11060090340766172,,0.39575,0.3080341904724214,320,37.353125,9.683280835252843,320
7,fatigue,-0.050188144998069555,0.3708707197226625,,0.010312499999999999,0.05172549993716832,320,37.353125,9.683280835252843,320
8,attention,0.03490969591102193,0.5337909502732615,,1.0049375,0.7022735372301522,320,37.353125,9.683280835252843,320
9,Physical,-0.02691742689668416,0.6314292049132338,,0.4874375000000001,0.4188790799189547,320,37.353125,9.683280835252843,320
10,lack,-0.08645359324161045,0.12274155889717348,,0.06612499999999999,0.2042286938091707,320,37.353125,9.683280835252843,320
11,prep,-0.13409755603536502,0.016382836094842642,Negative,13.466437500000001,1.4711468089873796,320,37.353125,9.683280835252843,320
12,power,-0.21100137242940545,0.00014316478316407215,Negative,0.9340624999999999,0.6020873035480403,320,37.353125,9.683280835252843,320
13,emo_anx,-0.265480029042358,1.4560016288846455e-06,Negative,0.6399375,0.7071659961379294,320,37.353125,9.683280835252843,320
14,adverb,-0.2224902199906168,5.947417500108803e-05,Negative,7.185437500000001,1.998118598480518,320,37.353125,9.683280835252843,320
15,ethnicity,-0.06579539176049044,0.24053524448271635,,0.001375,0.01735610483374654,320,37.353125,9.683280835252843,320
16,focuspresent,0.012069342474205156,0.8297159358094675,,0.6260312499999999,0.5724854247257631,320,37.353125,9.683280835252843,320
17,nonflu,,,,0.0,0.0,320,37.353125,9.683280835252843,320
18,focuspast,-0.18821029594465985,0.0007145786602079277,Negative,10.156,1.6450965777120807,320,37.353125,9.683280835252843,320
19,tone_neg,-0.3964018797955866,1.7410867181266478e-13,Negative,1.50503125,1.1900659116298715,320,37.353125,9.683280835252843,320
20,time,-0.0834764223909291,0.13621641145902688,,5.05421875,1.365391661629892,320,37.353125,9.683280835252843,320
21,motion,0.2744593661077463,6.146766500163365e-07,Positive,1.58203125,0.8027760033305912,320,37.353125,9.683280835252843,320
22,Social,0.2202717464308386,7.072408239892153e-05,Positive,9.729375000000001,2.341710829580587,320,37.353125,9.683280835252843,320
23,verb,-0.14890648073363555,0.007626170263701666,Negative,16.485468750000003,1.9704473870858459,320,37.353125,9.683280835252843,320
24,discrep,0.005845922598767104,0.9170370596179382,,1.2954374999999998,0.6616837867091425,320,37.353125,9.683280835252843,320
25,prosocial,0.3846004330653162,1.0103259650392087e-12,Positive,1.3295937500000001,0.7778083134429314,320,37.353125,9.683280835252843,320
26,memory,0.1986900533023565,0.00034877787183350354,Positive,0.23078125,0.34595115572640817,320,37.353125,9.683280835252843,320
27,socbehav,0.2081270337392862,0.00017707309519826212,Positive,4.212625,1.110047007732105,320,37.353125,9.683280835252843,320
28,cogproc,-0.30687435195082713,2.0965635790223523e-08,Negative,11.645406249999999,2.9572217468361988,320,37.353125,9.683280835252843,320
29,emo_neg,-0.34681917322178146,1.783844455013451e-10,Negative,0.9685312500000001,0.8873728952776491,320,37.353125,9.683280835252843,320
30,mental,-0.21432803254963168,0.00011154112959878382,Negative,0.14837499999999998,0.21841871342675745,320,37.353125,9.683280835252843,320
31,number,0.07218357282672677,0.19778545709367584,,0.38721875,0.3476071088865093,320,37.353125,9.683280835252843,320
32,wellness,0.045470899281292165,0.41756987892903563,,0.02359375,0.07754368098650914,320,37.353125,9.683280835252843,320
33,Conversation,-0.07318952070455786,0.191592531414034,,0.010312499999999999,0.04844999838751287,320,37.353125,9.683280835252843,320
34,AllPunc,-0.015788963888605744,0.778439021448688,,12.12525,1.5238515962848878,320,37.353125,9.683280835252843,320
35,male,0.10512736745574933,0.06032312340554702,,0.12028124999999998,0.29771984884860714,320,37.353125,9.683280835252843,320
36,allnone,-0.0038832989187186817,0.9448344182116737,,1.8935937500000002,1.0919869607559138,320,37.353125,9.683280835252843,320
37,you,-0.0828254983812544,0.1393085824222461,,0.0016250000000000001,0.02050571566661354,320,37.353125,9.683280835252843,320
38,WPS,-0.017840465137283604,0.7505483821142787,,16.106625,1.6597572817659214,320,37.353125,9.683280835252843,320
39,illness,-0.0183610381006754,0.7435207867631863,,0.0044375,0.04296432931805175,320,37.353125,9.683280835252843,320
40,OtherP,-0.041274481193931685,0.46187395516966234,,0.26678125,0.31408689426405156,320,37.353125,9.683280835252843,320
41,pronoun,-0.16052362291540787,0.003989518875026317,Negative,16.576749999999997,1.7412210334991935,320,37.353125,9.683280835252843,320
42,Tone,0.44185990677757936,1.0014156917263185e-16,Positive,79.61475,23.987063530421974,320,37.353125,9.683280835252843,320
43,tech,0.044186304820659376,0.43086033796013734,,0.10984374999999999,0.221367145452837,320,37.353125,9.683280835252843,320
44,home,0.1470182068940529,0.008439111146249885,Positive,0.2868125,0.3299211494338458,320,37.353125,9.683280835252843,320
45,emo_sad,-0.015078331864618025,0.78816890382295,,0.078,0.16087378593170487,320,37.353125,9.683280835252843,320
